ID_Mensaje,Remitente,Asunto,Resumen,ID_Pedido,Texto_Incidencia,Texto_Procesado,Categoria_Origen,Sentimiento,Emocion,Prioridad,Estado
1776964750115004500,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],re acus recib redesinform ped perdon no vist corre ignor corre perdon molesti envi iphon,INCIDENCIA GENERAL,NEG,others,ALTA (Urgente),Abierto
1776964590124014200,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],desinform ped hol buen dia abril hic ped dos hoodi hac no inici sesion no lleg ningun corre confirm tampoc ningun sms pag realiz exit asi gust sab si podr ayu,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776964093237015100,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_6003b16b,[OCULTO POR PRIVACIDAD],re acus recib resudader 128864no situacion ped hab lleg jue abr duni sanchis rodriguez atencionalclienteesenziaclub.com escrib,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776963999145004500,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_6003b16b,[OCULTO POR PRIVACIDAD],sudader realic ped lun no lleg seguimient ped supuest hab lleg ayer numer ped 128864. quis sab si bien,INCIDENCIA GENERAL,NEG,others,ALTA (Urgente),Abierto
1776963366464015100,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],re acus recib reny8pndi8pk envi iphon,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776963297248004200,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],atencionalclient hall atencionalclient ik ben uw merk tegengekom heb verschillend kans gedentificeerd om uw prestati in nederland op wereldmarkt verbeter staat u open voor een kort toelichting zo ja deel alstublieft uw whatsapp of instag,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776963273404003600,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],y8pndi8pk buen tard dia abril hic ped num ny8pndi8pk corre pus confirm seguimient ped equivoc no lleg no pued segu paquet ademas lleg aun pun,INCIDENCIA GENERAL,NEG,others,ALTA (Urgente),Abierto
1776963208203014200,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],ny8pndi8pk buen tard juan manuel garci doming abril realic ped dos sudader num ped ny8pndi8pk no recib corre corre electron acces ped favor podr dec est,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776960551357004500,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_ec55a2c2,[OCULTO POR PRIVACIDAD],re notici ped buen tard duni escrib darl graci atencion ayud dio rap profesional amabl qued satisfech trat firm ademas segu compr prend marc,INCIDENCIA GENERAL,POS,joy,BAJA,Abierto
1776959067465014000,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],120999. cancel ped error 129099. hol ped lleg domicili call cost ric majadahond españ pon extrañ tiend sevill sal ahi si recog ahi impos viv madr gust cancel,INCIDENCIA GENERAL,NEG,others,ALTA (Urgente),Abierto
1776958320547014200,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],re incident ped buen tard sol lleg cuatr sudader compr escrit sol incident cuatr indic cual falt esper notici brev escrib hac dias respondi,INCIDENCIA GENERAL,NEG,others,ALTA (Urgente),Abierto
1776958093284014000,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],re reclam urgent ped no recib solicitud solucion inmediat buen sig esper recib numer seguimient paquet paquet si,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776953603795004200,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],ide colabor comercial atencionalclient posibl discut whatsapp,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776953060430004200,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],q hac cambi product hag,TARA PROVEEDOR,NEU,others,MEDIA,Abierto
1776951615729003600,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],re acus recib re acus recib reincident vais mand sol sudader reembolsais diner dais opcion pag gast envi pq ped sudader no voy ten sudader diner mie abr duni sanchis rodriguez atencionalclient,INCIDENCIA GENERAL,NEG,others,ALTA (Urgente),Abierto
1776950257577004500,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],re incident ped buen tard reenvi respuest corre lun no obten respuest dese reembols import integr dosprend junt gast envi ped 119993. realiz ped adel siguient temp,PEDIDO PERDIDO,NEU,others,MEDIA,Abierto
1776948745108015100,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_543bdf95,[OCULTO POR PRIVACIDAD],order issu at delivery pag envi hor lleg plaz dic lleg mañan no cumpl plaz acord parec bien pued entend retras algun problem entonc no deis opcion,INCIDENCIA GENERAL,NEG,others,ALTA (Urgente),Abierto
1776948581839004500,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],re acus recib ren lleg sudader n ped 128336situacion ped sudader lleg pon camin abrilm gustari lleg sudader regal no va lleg tiemp jue abr duni san,INCIDENCIA GENERAL,NEG,others,ALTA (Urgente),Abierto
1776948396940014200,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],no lleg sudader pedi dos sudader pas juev abril sol lleg lun abril sig esper lleg segund gustari sab va lleg si devuelv diner sol sudader compr,INCIDENCIA GENERAL,NEG,others,ALTA (Urgente),Abierto
1776947838023004500,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_06589100,[OCULTO POR PRIVACIDAD],order issu at delivery todav no recib ped mart dijeron ven camin vanesacoronado1981gmail.com not the following information is for internal use order esens1128769 custom vanes coron hernandez contact from,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776947742403004500,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_c0a349dc,[OCULTO POR PRIVACIDAD],re acus recib re order already been shipp or is in embroidery no lha lleg sudader jue abr duni sanchis rodriguez atencionalclienteesenziaclub.com escrib,INCIDENCIA GENERAL,NEG,others,ALTA (Urgente),Abierto
1776945559353015100,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],re acus recib reped envi iphon,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776945514260014000,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],re incident ped buen tard impos entiend complet ped verd si no proced cancel mism,INCIDENCIA GENERAL,NEG,others,ALTA (Urgente),Abierto
1776945193299014200,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],ped desconoc entreg ped realiz abril aun no entreg,INCIDENCIA GENERAL,NEG,others,ALTA (Urgente),Abierto
1776944866562015100,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_78f4efbb,[OCULTO POR PRIVACIDAD],order issu at delivery buen tard relacion ped direccion pus incomplet no pod entreg ped contact corre no pued cambi direccion si pudierais poner contact direccion complet,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776943489696004200,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_656f1dc3,[OCULTO POR PRIVACIDAD],cancellation order estimad escrib solicit cancel siguient ped realiz recient codig ped order motiv cancel error eleccion modal entreg necesit realiz,INCIDENCIA GENERAL,NEG,others,ALTA (Urgente),Abierto
1776942720983003601,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_5a2eccc0,[OCULTO POR PRIVACIDAD],order issu at delivery pon q sid entreg no recib mad candelalopezsandarrubia2gmail.com not the following information is for internal use order esens1128467 custom candel lopez contact from esenzi tracking pageemails,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776942292611014000,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],re acus recib re acus recib redevolu duni q acab hac envi dat plantill jue abr duni sanchis rodriguez atencionalclienteesenziaclub.com escrib,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776941656752015100,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_71c56b26,[OCULTO POR PRIVACIDAD],buen gustari cambi direccion envi ped numer envi iphon,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776941390346014000,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],re incident ped dirij usted vez expres profund molesti falt respuest cas pas seman recib ningun noved dijeron seman pas sal envi consider complet i,INCIDENCIA GENERAL,NEG,others,ALTA (Urgente),Abierto
1776939801356004200,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_511668e2,[OCULTO POR PRIVACIDAD],order issu at delivery no lleg llev dias prepar alejandrojabalerasoriagmail.com not the following information is for internal use order esens1128445 custom alejandr alejandr contact from esenzi tracking pageemails cat,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776939695270003600,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],prend mal buen dias acab recog sudader vien vari manch adjunt fot vide gust cambi mism model talla.graci esper respuesta.un salud vaness,TARA PROVEEDOR,NEU,others,MEDIA,Abierto
1776936091742004500,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],re acus recib reped no entreg envi iphon,INCIDENCIA GENERAL,NEG,others,ALTA (Urgente),Abierto
1776935965209015100,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_738c1d7b,[OCULTO POR PRIVACIDAD],re acus recib redevolu duni much graci dat numer ped esens1128713 recib ayer 2342026problem coment compr tres sudader lim tall tall m dos cort dese hac cambi si er,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776935954087004200,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_a35ed25f,[OCULTO POR PRIVACIDAD],ped no entreg hol buen tard escrib comunic ped numer inclu dos sudader sal entreg sol entreg sudader ped numer seguimient dos sudader sal,INCIDENCIA GENERAL,NEG,others,ALTA (Urgente),Abierto
1776935282635015100,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],re incident ped buen tard quier devuelv diner q escrit corre .... servici postvent espant ped diciembr .... fin parec increibl increibl pacienci esper q,PEDIDO PERDIDO,NEG,anger,ALTA (Urgente),Abierto
1776933758693014200,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_ed7f680b,[OCULTO POR PRIVACIDAD],re redevolucion ped ped hol duni buen dias sab devolu envi ped graci yaho mail busc organiz conquist,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776933203182014000,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],ped buen dias llev vari dias intent contact hic ped hac seman cambi intent contact articul actualiz ped cambi no contest no recib pedi,INCIDENCIA GENERAL,NEG,others,ALTA (Urgente),Abierto
1776932393159014201,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_70e6f304,[OCULTO POR PRIVACIDAD],cambi tall buen dias gust cambi tall sudader grey fabric hoodi xxl identif esen 500407ric7 tall xl compr hic onlin numer ped esens1128022 pued hac cambi tiend sevill call san,TARA PROVEEDOR,NEU,others,MEDIA,Abierto
1776931519104003600,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],re acus recib reped envi nunc contest jue abr a. m. duni sanchis rodriguez atencionalclienteesenziaclub.com escrib,INCIDENCIA GENERAL,NEG,others,ALTA (Urgente),Abierto
1776931514460014000,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_dc6f9d93,[OCULTO POR PRIVACIDAD],re enlac ped buen dias gust sab cual ped web pon 2448h graci mie abr esenzi atencionalclienteesenziaclub.com escrib,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776929974675014000,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],"re acus recib re esenzi 34,10 gift card buen dias vuelv envi nuev ped adjunt fot envi vuelv envi esper qued resuelt verd agot pacienci bien dij ped hic corre li",INCIDENCIA GENERAL,NEG,others,ALTA (Urgente),Abierto
1776929477214004200,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_33a729f9,[OCULTO POR PRIVACIDAD],ped envi hol habl sab dond ped no se nad seman pas pid inform porfavor,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776928403025014000,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],ofert colabor pag x esenziaclub hol esenziaclub comun nuev respect propuest colabor realment admir conten encant explor posibil trabaj junt especial traves histori instagram adapt,TARA PROVEEDOR,POS,others,BAJA,Abierto
1776927663361015100,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],buen llev mes intent compr camiset medi pagin web siempr aparec agot men posibl sab cuand van repon much graci,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776926944464004500,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],re acus recib reest ped envi iphon,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776926860145004500,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],ped hol buen dias vuelv escrib no recib respuest nadi ped todav pon esper inform aplic shop ped hac seman envi rap 2448h esper pod solucion,PEDIDO PERDIDO,NEG,others,ALTA (Urgente),Abierto
1776922198176004500,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_a069f3fa,[OCULTO POR PRIVACIDAD],order edit or cancel order posibl cambi direccion entreg mism puebl much graci rociodlajimenelopezicloud.com not the following information is for internal use order esens1128836 custom angel jimenez lopez,PEDIDO PERDIDO,NEU,others,MEDIA,Abierto
1776921559879004500,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_738c1d7b,[OCULTO POR PRIVACIDAD],order other issu buen dias recib dos sudader siend tod mism tall qued demasi cort quis sab si pued cambi tiend graci aurmargargmail.com not the following information is for internal use order,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776898302579004500,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],devolu pong numer ped da error gust devolv sudader qued pequeñ pod ayud salud,PEDIDO PERDIDO,NEG,others,ALTA (Urgente),Abierto
1776897630121004500,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_c0a349dc,[OCULTO POR PRIVACIDAD],re order already been shipp or is in embroidery buen noch sudader no numer seguimient no recog sab abr esenzi atencionalclienteesenziaclub.com escrib,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776896213564014200,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_d656925f,[OCULTO POR PRIVACIDAD],re ped buen dias seguimient paquet pon no complet direccion envi falt pon pis pued arregl lun abr duni sanchis rodriguez atencionalclienteesenziaclub.com escrib,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776895417614015100,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],re inform devolu hol buen sudader qued chic gust hac cambi tall aunqu sudader apen ningun ofert dispon tall l. pregunt si sudader pus,TARA PROVEEDOR,NEU,others,MEDIA,Abierto
1776895024069014200,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],re acus recib rehol quier hac cambi mie abr duni sanchis rodriguez atencionalclienteesenziaclub.com escrib,TARA PROVEEDOR,NEU,others,MEDIA,Abierto
1776894870956014000,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],hol quier hac cambi hol compr jersey va pequeñ quier tall entrad link apart devolu i puest ultim digit ped pon ejempl puest correu associ,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776891359957014200,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_dedf8be0,[OCULTO POR PRIVACIDAD],fwd devolu ped esens1127894 hol com continu anterior sol quer dec logr hac devolu pagin final aparec tall m.mañan mism voy corre envi prend devuelt indicado.much graci salud,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776888442524014000,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],devolu buen noch recib hoy ped q cambi dos tres product pues tall demasi pequeñ sudader siend mism si perfect qued demasi cort quis sab si pued hac,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776885494056015100,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_ab9fec5c,[OCULTO POR PRIVACIDAD],order other issu quier descambi ped aliciaperezgarcia982gmail.com not the following information is for internal use order esens1128729 custom alici perez garc contact from esenzi tracking pageemails category other iss,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776885144186004500,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],re incident ped pued mand telefon contact graci mie abr rebec vazquez saa rvazquezsaagmail.com escrib,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776885106635015100,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],re incident ped hol no respuest mar abr rebec vazquez saa rvazquezsaagmail.com escrib,INCIDENCIA GENERAL,NEG,others,ALTA (Urgente),Abierto
1776884745289015100,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_71c56b26,[OCULTO POR PRIVACIDAD],re acus recib rebuen gustari cambi direccion envi ped numer mie abr duni sanchis rodriguez atencionalclienteesenziaclub.com escrib,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776884624114014200,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_71c56b26,[OCULTO POR PRIVACIDAD],buen gustari cambi direccion envi ped numer,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776883667585014000,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_ab9fec5c,[OCULTO POR PRIVACIDAD],order other issu pued devolv ped aliciaperezgarcia982gmail.com not the following information is for internal use order esens1128729 custom alici perez garc contact from esenzi tracking pageemails category other i,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776881746476003600,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],re acus recib re acus recib re acus recib re ped esper mie abr duni sanchis rodriguez atencionalclienteesenziaclub.com escrib,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776880314779014000,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_63a775c4,[OCULTO POR PRIVACIDAD],re acus recib re acus recib re ped esper numer ped esens1126100 lad no se situacion ped gust sab favor necesit respuest rap concis mie abr duni sanchis rodriguez atencionalclientees,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776879380821004500,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],re acus recib re ped esper incident clar hech ped camiset mand siti no pod ir reconoc ahor ns esta.s podr indic dond mar abr duni sanchis rodriguez atencionalcl,PEDIDO PERDIDO,NEG,others,ALTA (Urgente),Abierto
1776878052674014000,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_0d0dc8b8,[OCULTO POR PRIVACIDAD],"re confirm ped hol tras realiz ped veo carg 3,99 eur concept gast envi gast deb ser gratuit segun aparec condicion envi web adjunt enlac httpsesenziaclub.comchec",PEDIDO PERDIDO,NEU,others,MEDIA,Abierto
1776877803509015100,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],error devolucion buen ingres diner devolucon aun dej paquet deb llev no sal ningun qr dej algun punt inpost corre,INCIDENCIA GENERAL,NEG,others,ALTA (Urgente),Abierto
1776875146945003600,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_9e9ffbb1,[OCULTO POR PRIVACIDAD],re acus recib recambi tall n ped esens1128744 situacion ped cambi tall m l hoodi lleg hoy dia abril pod ayudart gust cambi tall m l hoodi midnight stamp mie abr,TARA PROVEEDOR,NEU,others,MEDIA,Abierto
1776872429963004500,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],cambi tall buen tard pong contact usted ver si pued facilit realiz cambi tall hoddi compr onlin pagin web cambi m tall l. prend esper respuest graci,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776871918464004200,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_a35ed25f,[OCULTO POR PRIVACIDAD],ped no entreg hol buen tard escrib comunic ped numer inclu dos sudader sal entreg sol entreg sudader ped numer seguimient dos sudader sal,INCIDENCIA GENERAL,NEG,others,ALTA (Urgente),Abierto
1776871690052004200,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],ped no entreg hol buen tard escrib inform ped numer dos sudader sal entreg direccion no entreg nad ped numer dos sudader sal entreg,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776868299793004200,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],envi buen tard hac envi domicili,INCIDENCIA GENERAL,NEU,others,MEDIA,Abierto
1776864496219003600,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],ped buen puest ped punt recog no sal punt recog escog sol sal punt recog envi iphon,INCIDENCIA GENERAL,NEG,others,ALTA (Urgente),Abierto
1776864307513014200,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_bd13fb34,[OCULTO POR PRIVACIDAD],support request edit order information for order esens1128797 been solv helpdesk support request edit order information for order esens1128797 been solv hell duni the request is clos and does not requir furth action order esens1128797 edit order information cheers the bigblu team the futur of logistic,INCIDENCIA GENERAL,POS,others,BAJA,Abierto
1776864006857004500,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_6bf02bf5,[OCULTO POR PRIVACIDAD],order other issu qued chic podr cambi jjprv34gmail.com not the following information is for internal use order esens1128851 custom juan jos diaz fernandez contact from esenzi tracking pageemails category,TARA PROVEEDOR,NEU,others,MEDIA,Abierto
1776861424753003600,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_466d4e6b,[OCULTO POR PRIVACIDAD],re acus recib re incident polar actualiz no lleg nad hac falt pol ped febrer azul marin tall m letr a.g.v lleg bander españ envi fot quier bander ver,INCIDENCIA GENERAL,NEG,others,ALTA (Urgente),Abierto
1776860466297004200,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],,[OCULTO POR PRIVACIDAD],re sudader lemon oval hoodi manch ves color azul mism letr despint lun abr duni sanchis rodriguez atencionalclienteesenziaclub.com escrib,TARA PROVEEDOR,NEU,others,MEDIA,Abierto
1776859284956003600,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_4a4cb0a2,[OCULTO POR PRIVACIDAD],ped no entreg buen tard abril compr sudader form onlin ped 124797. embarg todav no recib direccion entreg no pued mir seguimient traves codig qr indic pod favor averigu q,PEDIDO PERDIDO,NEU,others,MEDIA,Abierto
1776857409602003600,[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],[OCULTO POR PRIVACIDAD],ID_c679be55,[OCULTO POR PRIVACIDAD],re acus recib reentreg errone ped n ped 127857situacion ped marc entreg no recibid pod ayudart hic ped dos sudader sol lleg app shop aparec dos sudader entreg necesit,INCIDENCIA GENERAL,NEG,others,ALTA (Urgente),Abierto
